loan_id,customer_id,loan_type,principal_amount,interest_rate_pct,tenure_months,emi_amount,disbursement_date,paid_emis,outstanding_balance,loan_status,late_payment_count,collateral_type,application_channel,processing_fee,insurance_taken,co_applicant,foreclosure_flag,npa_flag,last_payment_date,bank_name,bank_type,bank_tier,sanctioned_by_branch,loan_account_no,loan_approval_date,rbi_classification,disbursement_mode,loan_purpose,swift_code
LN0000502,CUST005871,Car Loan,5919164.03,12.58,240,67584.13,04-06-2022,137,2540307.9,Active,10,Property,Branch,106830.54,No,No,Yes,No,02-04-2023,HDFC Bank,Private Sector,Tier-1,HDFC0003921,LA3202103990,26-05-2022,Standard,RTGS,Commercial Vehicle,HDFCINBB
LN0000503,CUST004288,Personal Loan,991087.27,12.2,240,11051.23,26-02-2022,232,33036.24,Under Review,0,Property,Mobile App,16786.73,Yes,No,,No,22-12-2023,Axis Bank,Private Sector,Tier-1,UTIB0003274,LA8319416161,22-02-2022,Standard,IMPS,Travel,AXISINBB
LN0000504,CUST007355,Car Loan,6001389.71,15.84,60,145432.43,08-08-2021,12,4801111.77,Closed,3,Property,Branch,55832.55,Yes,No,No,No,09-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0004801,LA5946672802,30-07-2021,Standard,NEFT,New Car,HDFCINBB
LN0000505,CUST005513,Business Loan,8546953.83,16.96,84,174466.36,30-05-2016,35,4985723.07,Under Review,2,,Online,108438.75,Yes,No,,No,03-05-2023,Bank of Baroda,Public Sector,Tier-1,BARB0003392,LA5631620204,24-05-2016,Standard,Direct Credit,Trade Finance,BARBINBB
LN0000506,CUST003883,Personal Loan,5394144.01,7.63,12,468305.81,14-08-2018,3,4045608.01,Closed,1,Gold,Branch,33982.8,No,Yes,No,No,21-08-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007524,LA9202816734,11-08-2018,Standard,RTGS,Home Renovation,ICICINBB
LN0000507,CUST004360,Home Loan,8878573.59,14.14,180,119075.92,28-03-2018,80,4932540.88,Defaulted,2,Vehicle,Mobile App,50831.44,No,Yes,No,Yes,24-06-2023,State Bank of India,Public Sector,Tier-1,SBIN0009884,LA6541041434,15-03-2018,Loss,Cheque,Construction,SBININBB
LN0000508,CUST000257,Home Loan,4261148.67,12.73,60,96366.29,10-12-2020,36,1704459.47,Defaulted,6,,Online,38030.67,Yes,No,Yes,Yes,17-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0002898,LA9633896831,04-12-2020,Sub-standard,Cheque,Purchase,HDFCINBB
LN0000509,CUST001762,Personal Loan,1008067.13,17.24,60,25183.34,22-07-2019,18,705646.99,Closed,12,Gold,Referral,11670.64,Yes,No,,No,27-01-2023,IDBI Bank,Public Sector,Tier-2,IBKL0009897,LA7192758420,07-07-2019,Standard,IMPS,Travel,IBKLINBB
LN0000510,CUST008555,Home Loan,4688437.5,12.56,36,156980.19,13-12-2017,9,3516328.12,Active,6,Property,Online,35142.48,No,No,Yes,No,07-04-2023,State Bank of India,Public Sector,Tier-1,SBIN0004012,LA8918317502,09-12-2017,Standard,Cheque,Purchase,SBININBB
LN0000511,CUST007716,Gold Loan,7870299.07,11.13,24,367292.82,11-11-2018,2,7214440.81,Closed,2,,Online,127550.82,Yes,Yes,,No,19-05-2023,Federal Bank,Private Sector,Tier-2,FDRL0000113,LA4565398893,30-10-2018,Standard,NEFT,Personal Need,FDRLINBB
LN0000512,CUST002484,Car Loan,8432983.04,14.4,48,232139.38,04-04-2022,43,878435.73,Under Review,10,,Mobile App,108444.95,Yes,Yes,,No,06-04-2023,Canara Bank,Public Sector,Tier-1,CNRB0008516,LA8040679621,02-04-2022,Standard,Cheque,Commercial Vehicle,CNRBINBB
LN0000513,CUST005771,Home Loan,8024551.42,17.28,240,119415.82,04-10-2022,148,3076078.04,Under Review,0,Vehicle,Branch,80205.58,Yes,Yes,Yes,No,16-04-2023,IndusInd Bank,Private Sector,Tier-2,INDB0001153,LA4616419377,01-10-2022,Standard,Cheque,Renovation,INDBINBB
LN0000514,CUST008001,Personal Loan,4969814.84,14.35,48,136681.69,28-04-2017,19,3002596.47,Active,6,Vehicle,Referral,65990.16,No,No,Yes,No,13-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0008804,LA7713320923,27-04-2017,Standard,NEFT,Home Renovation,PUNBINBB
LN0000515,CUST007980,Education Loan,1999664.94,12.97,12,178576.48,09-02-2019,8,666554.98,Defaulted,4,Vehicle,Referral,16000.94,Yes,No,Yes,Yes,03-06-2023,Federal Bank,Private Sector,Tier-2,FDRL0009945,LA9851715761,09-02-2019,Loss,Direct Credit,Undergraduate,FDRLINBB
LN0000516,CUST008001,Personal Loan,9292982.95,13.92,24,445831.78,03-08-2015,6,6969737.21,Defaulted,0,Fixed Deposit,Mobile App,93692.58,No,Yes,No,Yes,26-03-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0007185,LA7558507186,19-07-2015,Doubtful,Cheque,Home Renovation,PUNBINBB
LN0000517,CUST009011,Home Loan,7655604.31,12.35,60,171651.8,03-05-2019,42,2296681.29,Active,1,,Mobile App,61204.79,No,Yes,Yes,No,09-11-2023,ICICI Bank,Private Sector,Tier-1,ICIC0000980,LA7419381654,23-04-2019,Standard,IMPS,Plot+Construction,ICICINBB
LN0000518,CUST009335,Personal Loan,8028813.09,13.11,36,270948.03,04-04-2021,9,6021609.82,Closed,1,Vehicle,Referral,56958.98,Yes,Yes,Yes,No,01-08-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0000654,LA4478215202,26-03-2021,Standard,IMPS,Debt Consolidation,KKBKINBB
LN0000519,CUST006081,Car Loan,3620973.07,14.37,60,84949.9,17-04-2015,37,1388039.68,Closed,7,Property,Referral,59531.12,No,No,,No,04-06-2023,ICICI Bank,Private Sector,Tier-1,ICIC0008382,LA3644428800,14-04-2015,Standard,Cheque,Commercial Vehicle,ICICINBB
LN0000520,CUST005039,Home Loan,5503893.78,8.43,36,173565.91,29-11-2022,21,2293289.07,Active,3,Gold,Branch,107762.9,Yes,Yes,No,No,01-08-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0002033,LA7484064473,21-11-2022,Standard,NEFT,Construction,PUNBINBB
LN0000521,CUST008058,Education Loan,9372418.07,7.94,240,78045.04,16-09-2017,127,4412846.84,Under Review,8,Gold,Branch,152744.83,Yes,No,Yes,No,07-12-2023,State Bank of India,Public Sector,Tier-1,SBIN0004301,LA5697630562,02-09-2017,Standard,Direct Credit,Undergraduate,SBININBB
LN0000522,CUST004578,Gold Loan,2115638.16,15.27,48,59169.76,05-05-2015,20,1234122.26,Closed,5,Property,Mobile App,23314.95,No,No,Yes,No,03-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002769,LA3325098572,21-04-2015,Standard,IMPS,Personal Need,ICICINBB
LN0000523,CUST000216,Business Loan,3239025.83,8.53,24,147276.56,13-01-2018,5,2564228.78,Defaulted,4,Fixed Deposit,Referral,64108.82,No,No,Yes,Yes,04-01-2023,Axis Bank,Private Sector,Tier-1,UTIB0005568,LA2014350923,04-01-2018,Standard,RTGS,Equipment Purchase,AXISINBB
LN0000524,CUST006545,Education Loan,4847697.95,16.42,48,138430.11,01-11-2017,28,2019874.15,Closed,7,Fixed Deposit,Online,93921.36,Yes,Yes,,No,01-09-2023,Axis Bank,Private Sector,Tier-1,UTIB0007907,LA7375350720,19-10-2017,Standard,RTGS,Professional Course,AXISINBB
LN0000525,CUST006019,Business Loan,8004632.46,11.91,180,95606.05,09-07-2020,89,4046786.41,Defaulted,6,Property,DSA,152590.15,Yes,Yes,Yes,Yes,23-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0001592,LA9436777496,05-07-2020,Doubtful,IMPS,Working Capital,HDFCINBB
LN0000526,CUST001191,Education Loan,4253902.74,16.81,180,64895.78,10-12-2018,67,2670505.61,Under Review,5,Property,DSA,30636.16,Yes,Yes,,No,08-01-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007508,LA3369141176,27-11-2018,Standard,Cheque,Postgraduate,HDFCINBB
LN0000527,CUST002377,Gold Loan,682865.34,17.99,240,10533.48,31-01-2023,22,620269.35,Defaulted,7,,Referral,6147.43,Yes,Yes,Yes,Yes,03-08-2023,ICICI Bank,Private Sector,Tier-1,ICIC0004260,LA8985481698,28-01-2023,Loss,IMPS,Agriculture,ICICINBB
LN0000528,CUST003193,Car Loan,1971648.14,14.88,240,25787.81,16-04-2021,73,1371938.5,Under Review,7,,Mobile App,35570.69,No,Yes,No,No,11-02-2023,Axis Bank,Private Sector,Tier-1,UTIB0007286,LA6880173507,12-04-2021,Standard,IMPS,Commercial Vehicle,AXISINBB
LN0000529,CUST003831,Car Loan,5854730.47,11.42,48,152515.5,17-01-2016,27,2561444.58,Defaulted,9,Gold,Branch,102741.15,Yes,Yes,,Yes,07-01-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004226,LA3549891395,05-01-2016,Doubtful,Direct Credit,Two-Wheeler,PUNBINBB
LN0000530,CUST008354,Gold Loan,2387342.23,16.62,84,48264.42,30-11-2018,21,1790506.67,Closed,7,Gold,Branch,46833.8,Yes,Yes,Yes,No,13-04-2023,Axis Bank,Private Sector,Tier-1,UTIB0009740,LA6249672973,30-11-2018,Standard,NEFT,Business,AXISINBB
LN0000531,CUST003851,Education Loan,8043949.13,6.59,240,60400.5,08-01-2023,55,6200544.12,Defaulted,0,Vehicle,Branch,41115.96,Yes,No,No,Yes,23-06-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0002426,LA5948615070,05-01-2023,Sub-standard,Direct Credit,Professional Course,PUNBINBB
LN0000532,CUST008104,Personal Loan,7466067.76,8.96,60,154838.39,06-11-2019,32,3484164.95,Active,9,Fixed Deposit,Online,116269.24,No,No,Yes,No,12-01-2023,State Bank of India,Public Sector,Tier-1,SBIN0000426,LA3347106461,28-10-2019,Standard,RTGS,Wedding,SBININBB
LN0000533,CUST000366,Business Loan,2474884.96,11.56,84,43108.28,10-06-2022,10,2180255.8,Under Review,0,,Referral,36827.38,No,Yes,,No,18-10-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0009234,LA8268082262,28-05-2022,Standard,IMPS,Expansion,KKBKINBB
LN0000534,CUST000819,Personal Loan,2459706.6,8.35,48,60453.55,08-05-2016,26,1127365.53,Active,2,Property,Online,32773.92,Yes,Yes,Yes,No,16-06-2023,Bank of Baroda,Public Sector,Tier-1,BARB0005025,LA5980271001,05-05-2016,Standard,RTGS,Education,BARBINBB
LN0000535,CUST005073,Business Loan,3639468.38,12.32,120,52891.26,01-02-2016,2,3578810.57,Under Review,0,Property,Branch,29460.88,Yes,No,Yes,No,22-05-2023,IDBI Bank,Public Sector,Tier-2,IBKL0004993,LA1698479392,25-01-2016,Standard,Cheque,Trade Finance,IBKLINBB
LN0000536,CUST000645,Personal Loan,6311258.8,18.22,180,102638.4,20-05-2020,157,806438.62,Under Review,4,,Mobile App,125793.95,No,Yes,No,No,03-07-2023,ICICI Bank,Private Sector,Tier-1,ICIC0004832,LA2989973053,16-05-2020,Standard,RTGS,Home Renovation,ICICINBB
LN0000537,CUST002349,Gold Loan,9314136.72,6.74,48,221916.78,28-10-2022,19,5627290.94,Active,12,Fixed Deposit,Online,87074.64,No,No,Yes,No,29-08-2023,South Indian Bank,Private Sector,Tier-2,SIBL0002107,LA5045398409,18-10-2022,Standard,RTGS,Agriculture,SIBLINBB
LN0000538,CUST008706,Personal Loan,7093983.24,6.69,180,62539.58,20-02-2015,146,1339974.61,Defaulted,12,Gold,Referral,98023.47,Yes,Yes,,Yes,01-01-2024,Punjab National Bank,Public Sector,Tier-1,PUNB0006296,LA8348697116,16-02-2015,Loss,IMPS,Home Renovation,PUNBINBB
LN0000539,CUST005619,Gold Loan,9127603.86,10.53,48,233829.77,06-08-2019,31,3232693.03,Active,6,Vehicle,DSA,90559.07,Yes,No,,No,01-09-2023,Axis Bank,Private Sector,Tier-1,UTIB0003735,LA3438273263,06-08-2019,Standard,NEFT,Business,AXISINBB
LN0000540,CUST003456,Home Loan,149638.61,10.34,84,2510.55,03-11-2017,84,0,Active,9,Fixed Deposit,Referral,847.77,Yes,No,,No,16-06-2023,State Bank of India,Public Sector,Tier-1,SBIN0009556,LA6673461952,25-10-2017,Standard,IMPS,Construction,SBININBB
LN0000541,CUST002526,Home Loan,4389955.19,10.81,240,44746.34,17-05-2023,226,256080.72,Under Review,11,Fixed Deposit,Branch,78903.11,No,Yes,,No,21-06-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0009573,LA1569649145,11-05-2023,Standard,NEFT,Renovation,PUNBINBB
LN0000542,CUST009198,Gold Loan,5749602.44,14.68,48,159084.64,04-01-2017,32,1916534.15,Under Review,2,,Referral,94756.99,Yes,No,,No,06-03-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005967,LA1797681915,26-12-2016,Standard,Direct Credit,Personal Need,PUNBINBB
LN0000543,CUST004157,Home Loan,6523386.66,9.94,240,62692.99,09-02-2023,223,462073.22,Defaulted,2,Gold,DSA,94776,No,No,,Yes,26-10-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0007815,LA6883249929,30-01-2023,Sub-standard,Direct Credit,Construction,PUNBINBB
LN0000544,CUST000399,Personal Loan,1672700.97,14.37,240,21251.38,21-03-2021,172,473931.94,Defaulted,9,Property,Mobile App,22307.65,Yes,Yes,No,Yes,21-03-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005640,LA7008317079,19-03-2021,Standard,RTGS,Education,PUNBINBB
LN0000545,CUST001877,Business Loan,4455752.05,12.93,24,211688.1,10-12-2019,21,556969.01,Defaulted,1,Vehicle,Referral,67571.86,No,Yes,,Yes,09-09-2023,Axis Bank,Private Sector,Tier-1,UTIB0008210,LA8416407207,08-12-2019,Loss,IMPS,Expansion,AXISINBB
LN0000546,CUST004576,Business Loan,7994908.12,12.36,12,711685.04,18-02-2016,6,3997454.06,Active,4,Fixed Deposit,Online,124545.13,Yes,No,,No,11-06-2023,Axis Bank,Private Sector,Tier-1,UTIB0006193,LA3947424526,17-02-2016,Standard,Cheque,Equipment Purchase,AXISINBB
LN0000547,CUST002788,Car Loan,3018116,7.94,84,46950.83,12-01-2017,4,2874396.19,Closed,3,,Branch,35233.66,No,No,Yes,No,19-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0008606,LA1882578109,05-01-2017,Standard,Cheque,Used Car,HDFCINBB
LN0000548,CUST002362,Business Loan,1417682.5,8.65,240,12437.9,23-04-2017,221,112233.2,Active,3,Gold,Branch,22127.45,Yes,Yes,No,No,24-10-2023,IDBI Bank,Public Sector,Tier-2,IBKL0007930,LA2064409148,09-04-2017,Standard,Cheque,Working Capital,IBKLINBB
LN0000549,CUST001389,Business Loan,6907412.28,16.58,84,139487.01,18-03-2018,32,4276017.13,Defaulted,2,Vehicle,Mobile App,108609.75,Yes,Yes,,Yes,22-02-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0001061,LA5397947223,16-03-2018,Loss,IMPS,Equipment Purchase,PUNBINBB
LN0000550,CUST009003,Education Loan,3607298.15,13.73,180,47387.29,05-04-2018,32,2966000.7,Closed,3,Fixed Deposit,Referral,65639.23,Yes,Yes,Yes,No,16-07-2023,ICICI Bank,Private Sector,Tier-1,ICIC0005068,LA7067304037,01-04-2018,Standard,RTGS,Postgraduate,ICICINBB
LN0000551,CUST000553,Personal Loan,1293595.03,12.9,48,34639.75,05-07-2019,14,916296.48,Closed,6,,Branch,11315.5,Yes,No,,No,11-01-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0002460,LA2251548952,28-06-2019,Standard,IMPS,Education,KKBKINBB
LN0000552,CUST009714,Home Loan,4443765.39,14.58,240,57140.77,29-11-2019,92,2740321.99,Closed,6,Fixed Deposit,Referral,54942.96,No,No,No,No,15-07-2023,Federal Bank,Private Sector,Tier-2,FDRL0001960,LA2268056662,18-11-2019,Standard,RTGS,Renovation,FDRLINBB
LN0000553,CUST001808,Car Loan,2122311.94,7.3,180,19433.66,17-03-2015,173,82534.35,Closed,8,Property,Mobile App,12692.85,No,No,,No,27-06-2023,ICICI Bank,Private Sector,Tier-1,ICIC0008173,LA3326414319,11-03-2015,Standard,Cheque,New Car,ICICINBB
LN0000554,CUST006877,Home Loan,4698745.21,12.6,24,222505.12,13-02-2016,1,4502964.16,Closed,0,Fixed Deposit,Mobile App,58780.29,No,Yes,No,No,21-06-2023,HDFC Bank,Private Sector,Tier-1,HDFC0008588,LA6604909908,30-01-2016,Standard,RTGS,Construction,HDFCINBB
LN0000555,CUST000856,Business Loan,29984.01,10.96,240,308.68,11-09-2019,151,11119.07,Closed,12,Property,Referral,251.95,Yes,No,No,No,21-01-2023,Axis Bank,Private Sector,Tier-1,UTIB0005957,LA8133184523,30-08-2019,Standard,NEFT,Trade Finance,AXISINBB
LN0000556,CUST000557,Home Loan,9386692.59,10.19,36,303720.19,10-09-2018,12,6257795.06,Defaulted,11,Gold,Mobile App,166417.95,Yes,Yes,Yes,Yes,12-05-2023,Indian Bank,Public Sector,Tier-2,IDIB0001620,LA8923656001,29-08-2018,Loss,IMPS,Purchase,IDIBBINN
LN0000557,CUST008119,Gold Loan,8775041.54,14.26,36,301019.42,24-05-2017,1,8531290.39,Active,1,,DSA,87143.83,No,No,Yes,No,28-11-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004448,LA9386163254,12-05-2017,Standard,Direct Credit,Emergency,PUNBINBB
LN0000558,CUST003747,Car Loan,831944.85,14.54,120,13188.79,27-03-2016,66,374375.18,Under Review,0,Property,Mobile App,4966.91,Yes,No,Yes,No,17-07-2023,Canara Bank,Public Sector,Tier-1,CNRB0000918,LA2093975425,25-03-2016,Standard,Cheque,Used Car,CNRBINBB
LN0000559,CUST007950,Home Loan,7831241.37,10.76,120,106814.21,01-09-2020,70,3263017.24,Closed,5,,Referral,77410.33,No,No,Yes,No,19-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0004010,LA2173487956,25-08-2020,Standard,IMPS,Construction,AXISINBB
LN0000560,CUST009299,Gold Loan,1310281.87,12.42,24,61936.83,22-04-2023,3,1146496.64,Active,2,Gold,DSA,20021.27,Yes,Yes,,No,21-11-2023,State Bank of India,Public Sector,Tier-1,SBIN0004016,LA2042276518,07-04-2023,Standard,RTGS,Personal Need,SBININBB
LN0000561,CUST008654,Education Loan,661093.93,9.33,120,8492.98,11-08-2018,97,126709.67,Under Review,9,Fixed Deposit,Mobile App,8324.83,No,Yes,No,No,14-01-2023,Axis Bank,Private Sector,Tier-1,UTIB0002908,LA8551110233,29-07-2018,Standard,NEFT,Professional Course,AXISINBB
LN0000562,CUST002963,Education Loan,6337568.58,13.57,240,76837.61,24-05-2019,55,4885209.11,Closed,2,,DSA,38656.94,Yes,No,Yes,No,18-10-2023,State Bank of India,Public Sector,Tier-1,SBIN0009044,LA3264354611,24-05-2019,Standard,IMPS,Undergraduate,SBININBB
LN0000563,CUST003871,Car Loan,4250808.21,7,48,101790.89,27-01-2020,43,442792.52,Active,4,Fixed Deposit,DSA,69123.32,Yes,No,Yes,No,07-01-2023,State Bank of India,Public Sector,Tier-1,SBIN0003114,LA7814165665,16-01-2020,Standard,NEFT,Used Car,SBININBB
LN0000564,CUST000604,Car Loan,7884083.82,13.81,24,377830.32,02-04-2018,18,1971020.96,Closed,8,Property,Referral,97798.76,Yes,No,No,No,04-02-2023,Federal Bank,Private Sector,Tier-2,FDRL0008562,LA6836536999,29-03-2018,Standard,IMPS,New Car,FDRLINBB
LN0000565,CUST008265,Education Loan,2381537.14,17.93,120,42804.51,01-03-2017,12,2143383.43,Defaulted,9,,Branch,33933.11,Yes,Yes,Yes,Yes,13-05-2023,State Bank of India,Public Sector,Tier-1,SBIN0003404,LA4758593332,16-02-2017,Loss,RTGS,Postgraduate,SBININBB
LN0000566,CUST000035,Home Loan,6348266.09,11.55,12,562700.23,11-07-2022,2,5290221.74,Defaulted,2,Vehicle,DSA,109697.02,No,No,Yes,Yes,05-01-2023,HDFC Bank,Private Sector,Tier-1,HDFC0009596,LA1175149109,03-07-2022,Doubtful,Direct Credit,Plot+Construction,HDFCINBB
LN0000567,CUST004016,Car Loan,3350386.47,16.42,120,57003.43,29-09-2020,3,3266626.81,Under Review,2,Property,Online,34119.27,Yes,Yes,Yes,No,10-11-2023,Canara Bank,Public Sector,Tier-1,CNRB0007607,LA2993798839,22-09-2020,Standard,NEFT,New Car,CNRBINBB
LN0000568,CUST004529,Home Loan,1726513.53,10.28,12,152012.9,23-06-2018,3,1294885.15,Active,3,Fixed Deposit,Branch,29987.71,Yes,No,,No,07-03-2023,State Bank of India,Public Sector,Tier-1,SBIN0005225,LA6831102045,23-06-2018,Standard,NEFT,Construction,SBININBB
LN0000569,CUST000548,Car Loan,5472699.76,7.2,240,43089.26,30-10-2020,228,273634.99,Under Review,9,,Referral,68969.15,Yes,No,Yes,No,06-11-2023,IndusInd Bank,Private Sector,Tier-2,INDB0007837,LA6909546282,27-10-2020,Standard,NEFT,Commercial Vehicle,INDBINBB
LN0000570,CUST006600,Home Loan,3193534.24,13.86,48,87043.93,07-09-2021,31,1131043.38,Closed,12,Vehicle,Mobile App,25895.72,Yes,No,Yes,No,24-10-2023,State Bank of India,Public Sector,Tier-1,SBIN0001367,LA2060882535,28-08-2021,Standard,Cheque,Construction,SBININBB
LN0000571,CUST005496,Car Loan,2478699.3,9.57,36,79481.18,30-07-2016,0,2478699.3,Under Review,0,Fixed Deposit,Online,36850.14,Yes,No,Yes,No,19-11-2023,Axis Bank,Private Sector,Tier-1,UTIB0001637,LA2589197144,23-07-2016,Standard,Direct Credit,Used Car,AXISINBB
LN0000572,CUST001824,Business Loan,9283852.46,18.13,12,851718.01,17-08-2019,5,5415580.6,Closed,2,Property,Online,78569.58,Yes,No,No,No,23-06-2023,HDFC Bank,Private Sector,Tier-1,HDFC0009803,LA8079111066,10-08-2019,Standard,Cheque,Expansion,HDFCINBB
LN0000573,CUST005344,Personal Loan,8639522.65,7.44,36,268504.87,24-07-2018,20,3839787.84,Defaulted,10,Property,Branch,148463.4,No,Yes,,Yes,11-03-2023,ICICI Bank,Private Sector,Tier-1,ICIC0009328,LA1379879312,23-07-2018,Sub-standard,NEFT,Education,ICICINBB
LN0000574,CUST004910,Education Loan,8759779.6,9.65,60,184614.46,21-08-2015,14,6715831.03,Defaulted,3,Fixed Deposit,Online,48494.49,Yes,Yes,,Yes,24-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007042,LA3137096291,08-08-2015,Loss,NEFT,Overseas Study,HDFCINBB
LN0000575,CUST005901,Education Loan,5980054.98,10.8,180,67219.99,29-05-2020,112,2259131.88,Defaulted,9,Gold,Referral,108504.74,Yes,Yes,,Yes,08-12-2023,Central Bank of India,Public Sector,Tier-2,CBIN0003192,LA1056977865,15-05-2020,Loss,Direct Credit,Overseas Study,CBININBB
LN0000576,CUST000842,Education Loan,7896509.65,10.35,60,169140.62,08-03-2018,20,5264339.77,Under Review,9,Gold,DSA,140962.15,Yes,Yes,No,No,20-03-2023,Indian Bank,Public Sector,Tier-2,IDIB0000009,LA6804924294,08-03-2018,Standard,IMPS,Overseas Study,IDIBBINN
LN0000577,CUST003996,Personal Loan,4395881.58,12.75,12,392112.75,04-06-2017,10,732646.93,Under Review,4,Property,Mobile App,49946.24,Yes,No,,No,30-07-2023,ICICI Bank,Private Sector,Tier-1,ICIC0009853,LA6808529181,28-05-2017,Standard,IMPS,Debt Consolidation,ICICINBB
LN0000578,CUST001567,Personal Loan,5106854.38,14.37,36,175459.31,20-09-2022,15,2978998.39,Under Review,8,Gold,Referral,68806.59,No,Yes,,No,20-04-2023,IndusInd Bank,Private Sector,Tier-2,INDB0002893,LA6330129386,17-09-2022,Standard,IMPS,Education,INDBINBB
LN0000579,CUST008989,Gold Loan,9115281.12,11.97,12,809753.77,12-11-2021,8,3038427.04,Closed,7,Vehicle,Online,69910.18,No,Yes,No,No,08-03-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007919,LA1724917797,31-10-2021,Standard,Direct Credit,Agriculture,ICICINBB
LN0000580,CUST008249,Gold Loan,3333378.14,13.83,24,159777.52,28-05-2017,0,3333378.14,Under Review,0,Fixed Deposit,Mobile App,28584.76,Yes,Yes,Yes,No,09-05-2023,Canara Bank,Public Sector,Tier-1,CNRB0004910,LA6136836706,19-05-2017,Standard,IMPS,Business,CNRBINBB
LN0000581,CUST004102,Gold Loan,7664413.52,14.21,48,210249.7,19-09-2017,20,4470907.89,Active,8,Gold,Online,144885.13,Yes,No,,No,18-06-2023,Bank of Baroda,Public Sector,Tier-1,BARB0005590,LA5030174022,16-09-2017,Standard,IMPS,Agriculture,BARBINBB
LN0000582,CUST000145,Home Loan,9547775.32,9.74,60,201642.72,22-05-2020,32,4455628.48,Closed,8,Fixed Deposit,Mobile App,85054.29,No,No,,No,01-06-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007210,LA6340579965,15-05-2020,Standard,NEFT,Construction,HDFCINBB
LN0000583,CUST009199,Personal Loan,2441678.94,13.35,12,218485.26,06-11-2020,4,1627785.96,Active,0,Vehicle,Online,33361.11,No,No,,No,25-09-2023,Federal Bank,Private Sector,Tier-2,FDRL0007989,LA3114151435,27-10-2020,Standard,NEFT,Wedding,FDRLINBB
LN0000584,CUST004957,Personal Loan,7569398.19,15.25,240,101074.07,05-07-2022,172,2144662.82,Defaulted,9,Fixed Deposit,Online,93898.44,No,No,Yes,Yes,12-11-2023,Bank of Baroda,Public Sector,Tier-1,BARB0008349,LA1901649680,02-07-2022,Doubtful,Cheque,Debt Consolidation,BARBINBB
LN0000585,CUST009757,Business Loan,7902936.18,9.37,180,81905.6,11-01-2018,10,7463884.17,Defaulted,7,,Mobile App,75102.34,No,No,Yes,Yes,17-11-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0002673,LA2690416619,09-01-2018,Loss,RTGS,Working Capital,PUNBINBB
LN0000586,CUST009026,Gold Loan,409796.74,17.98,24,20454.77,04-09-2016,17,119524.05,Closed,10,Gold,DSA,6206.1,No,Yes,No,No,08-03-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007079,LA6411060280,03-09-2016,Standard,IMPS,Emergency,HDFCINBB
